,Names,Phones,Website,Street,City,State,Zip,Clg_type,Award,Campus_setting,Campus_housing,Student_population,Student_to_faculty_ratio
423,Berkshire Community College,(413) 499-4660,www.berkshirecc.edu/,1350 West Street, Pittsfield,Massachusetts,01201-5786,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,"1,465 (all undergraduate)",10 to 1
424,Best Care College,(973) 673-3900,bestcarecollege.edu/,68 South Harrison, East Orange,New Jersey,07018-1703,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Suburb: Large,No,31 (all undergraduate),40 to 1
425,Bethany Global University,(800) 323-3417,www.bethanygu.edu/,6820 Auto Club Road, Bloomington,Minnesota,55438-2849,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree,City: Small,Yes,359 (313 undergraduate),19 to 1
426,Bethany Lutheran College,(507) 344-7000,www.blc.edu/,700 Luther Dr, Mankato,Minnesota,56001,"4-year, Private not-for-profit",One but less than two years certificate<br/>Bachelor's degree,City: Small,Yes,769 (all undergraduate),11 to 1
427,Bethel College-North Newton,(316) 283-2500,www.bethelks.edu/,300 E 27th St, North Newton,Kansas,67117-1716,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree,Town: Distant,Yes,484 (all undergraduate),10 to 1
428,Bethel University,(651) 638-6400,www.bethel.edu/,3900 Bethel Dr, Saint Paul,Minnesota,55112,"4-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,Suburb: Large,Yes,"3,814 (2,722 undergraduate)",12 to 1
429,Bethesda University,(714) 683-1212,www.buc.edu/,730 N. Euclid St, Anaheim,California,92801,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Master's degree<br/>Doctor's degree - professional practice,City: Large,No,399 (285 undergraduate),10 to 1
430,Bethlehem College & Seminary,(612) 455-3420,www.ahwbarberacademy.com/,720 13th Avenue South, Minneapolis,Minnesota,55415-1793,"4-year, Private not-for-profit",One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree,City: Large,Yes,210 (119 undergraduate),14 to 1
431,Bevill State Community College,(205) 387-0511,www.bscc.edu/,1411 Indiana Avenue, Jasper,Alabama,35501,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Town: Distant,Yes,"3,204 (all undergraduate)",11 to 1
432,Beyond 21st Century Beauty Academy,(562) 404-6193,beyondcosmo.com/,13640 Imperial Hwy Ste 6-8, Santa Fe Springs,California,90670,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,114 (all undergraduate),15 to 1
433,Beyond Measure Barbering Institute,(919) 415-1437,www.beyondmeasurebarbering.com/,Center Street Plaza, Mebane,North Carolina,27302-2323,"2-year, Private for-profit",One but less than two years certificate,Suburb: Midsize,No,45 (all undergraduate),13 to 1
434,Big Bend Community College,(509) 793-2222,www.bigbend.edu/,7662 Chanute St NE, Moses Lake,Washington,98837-3299,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Town: Remote,Yes,"1,892 (all undergraduate)",13 to 1
435,Big Bend Technical College,(850) 838-2545,www.bbtc.edu/,3233 South Byron Butler Parkway, Perry,Florida,32348,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate,Rural: Fringe,No,203 (all undergraduate),15 to 1
436,Big Sandy Community and Technical College,(606) 886-3863 x0,bigsandy.kctcs.edu/,1 Bert Combs Dr, Prestonsburg,Kentucky,41653,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,Town: Remote,No,"2,426 (all undergraduate)",15 to 1
437,Birthingway College of Midwifery,(503) 760-3131,birthingway.edu/,4997 SW Normandy Place, Beaverton,Oregon,97005,"4-year, Private not-for-profit",Two but less than 4 years certificate<br/>Bachelor's degree,City: Small,No,2 (all undergraduate),2 to 1
438,Birthwise Midwifery School,(207) 647-5968,www.birthwisemidwifery.edu/,24 South High Street, Bridgton,Maine,04009-1110,"2-year, Private for-profit",Two but less than 4 years certificate,Rural: Distant,No,76 (all undergraduate),3 to 1
439,Bishop State Community College,(251) 405-7000,www.bishop.edu/,351 North Broad Street, Mobile,Alabama,36603-5898,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Midsize,No,"2,176 (all undergraduate)",14 to 1
440,Bismarck State College,(701) 224-5400,bismarckstate.edu/,1500 Edwards Ave., Bismarck,North Dakota,58506-5587,"4-year, primarily associate's, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate<br/>Bachelor's degree,City: Small,Yes,"3,716 (all undergraduate)",14 to 1
441,Bitterroot School of Cosmetology,(406) 363-3355,bitterrootschoolofcosmetology.com/,2079 N First St Ste B, Hamilton,Montana,59840,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Town: Remote,No,15 (all undergraduate),7 to 1
442,BJ's Beauty & Barber College,(253) 473-4320,www.bjsbeautyandbarbercollege.com/,5239 S Tacoma Way, Tacoma,Washington,98409,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,53 (all undergraduate),7 to 1
443,BK Cosmo College of Cosmetology,(830) 896-2380,www.bkcosmo.com/,320 W. Water Street Suite E, Kerrville,Texas,78028-4312,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Town: Remote,No,29 (all undergraduate),25 to 1
444,Black Hawk College,(309) 796-5000,www.bhc.edu/,6600-34th Avenue, Moline,Illinois,61265-5899,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Small,No,"3,743 (all undergraduate)",17 to 1
445,Black Hills State University,(800) 255-2478,www.bhsu.edu/,1200 University St, Spearfish,South Dakota,57799-9500,"4-year, Public",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree,Town: Distant,Yes,"3,608 (3,413 undergraduate)",16 to 1
446,Black River Technical College,(870) 248-4000,www.blackrivertech.edu/,1410 Hwy 304 East, Pocahontas,Arkansas,72455,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,"1,350 (all undergraduate)",14 to 1
447,Blackfeet Community College,(406) 338-5441 x2201,bfcc.edu/,504 S.E. East Boundary, Browning,Montana,59417-0819,"2-year, Private not-for-profit",One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,417 (all undergraduate),29 to 1
448,Blackhawk Technical College,(608) 758-6900,www.blackhawk.edu/,6004 South County Road G, Janesville,Wisconsin,53547-5009,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,Suburb: Small,No,"2,232 (all undergraduate)",8 to 1
449,Blackstone Valley Vocational Regional School District,(508) 529-7758,www.valleytech.k12.ma.us/,65 Pleasant St, Upton,Massachusetts,01568-1499,"2-year, Public",One but less than two years certificate,Suburb: Large,No,19 (all undergraduate),10 to 1
450,Bladen Community College,(910) 879-5500,www.bladencc.edu/,7418 NC Hwy 41 West, Dublin,North Carolina,28332,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Distant,No,"1,057 (all undergraduate)",11 to 1
451,Blades School of Hair Design,(301) 862-9797,bladesschoolofhairdesign.net/,22576-316 MacArthur Blvd, California,Maryland,20619,"2-year, Private for-profit",One but less than two years certificate,City: Small,No,105 (all undergraduate),13 to 1
452,Blake Austin College,(707) 455-0557,blakeaustincollege.edu/,611 Orange Dr Ste K, Vacaville,California,95687,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Small,No,312 (all undergraduate),10 to 1
453,Blalock's Professional Beauty College,(318) 638-8662,blalockbeauty.com/,8101 Kingston Rd Ste 103, Shreveport,Louisiana,71108-5745,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,15 (all undergraduate),10 to 1
454,Blessing Hospital School of Radiologic Technology,(217) 223-8400 x6160,www.blessinghealthsystem.org/,Broadway at 14th, Quincy,Illinois,62305-7005,"2-year, Private not-for-profit",Two but less than 4 years certificate,Town: Remote,No,11 (all undergraduate),4 to 1
455,Blinn College,(979) 830-4000,www.blinn.edu/,902 College Ave, Brenham,Texas,77833-4098,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Town: Distant,Yes,"18,220 (all undergraduate)",36 to 1
456,Bloomfield College,(973) 748-9000,www.bloomfield.edu/,467 Franklin St, Bloomfield,New Jersey,07003,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree,Suburb: Large,Yes,"1,533 (all undergraduate)",15 to 1
457,Bloomsburg University of Pennsylvania,(570) 389-4000,www.bloomu.edu/,400 E Second St, Bloomsburg,Pennsylvania,17815,"4-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - professional practice,City: Small,Yes,"8,427 (7,731 undergraduate)",20 to 1
458,Blue Cliff Career College,(251) 473-2220,www.blue.edu/,2970 Cottage Hill Rd., Suite 175,Alabama,36606,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,42 (all undergraduate),17 to 1
459,Blue Cliff College-Alexandria,(318) 445-2778,bluecliffcollege.edu/,1505 Metro Dr Ste 1, Alexandria,Louisiana,71301,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Small,No,521 (all undergraduate),25 to 1
460,Blue Cliff College-Fayetteville,(479) 442-2914,bluecliffcollege.com/,3448 N. College, Fayetteville,Arkansas,72703,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Small,No,183 (all undergraduate),17 to 1
461,Blue Cliff College-Gulfport,(228) 896-9727 x0000,bluecliffcollege.edu/,12251 Bernard Pkwy, Gulfport,Mississippi,39503,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Small,No,303 (all undergraduate),18 to 1
462,Blue Cliff College-Houma,(985) 601-4000,bluecliffcollege.edu/,803 Barrow St, Houma,Louisiana,70360,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Small,No,228 (all undergraduate),16 to 1
463,Blue Cliff College-Lafayette,(337) 269-0620,bluecliffcollege.edu/,120 James Comeaux Rd., Lafayette,Louisiana,70508,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,288 (all undergraduate),17 to 1
464,Blue Cliff College-Metairie,(504) 456-3141 x2225,www.bluecliffcollege.edu/,3200 Cleary Ave, Metairie,Louisiana,70002-5714,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Midsize,No,987 (all undergraduate),33 to 1
465,Blue Hills Regional Technical School,(781) 828-5800 x2271,www.bluehills.org/postgraduate-practical-nursing-program/,800 Randolph St, Canton,Massachusetts,02021,"2-year, Public",One but less than two years certificate,Suburb: Large,No,36 (all undergraduate),8 to 1
466,Blue Mountain Community College,(541) 276-1260,www.bluecc.edu/,2411 NW Carden Ave, Pendleton,Oregon,97801,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,"1,292 (all undergraduate)",15 to 1
467,Blue Ridge Community and Technical College,(304) 260-4380,www.blueridgectc.edu/,13650 Apple Harvest Drive, Martinsburg,West Virginia,25403,"2-year, Public",One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,"3,912 (all undergraduate)",15 to 1
468,Blue Ridge Community College,(828) 694-1700,www.blueridge.edu/,180 West Campus Drive, Flat Rock,North Carolina,28731-4728,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Suburb: Large,No,"2,399 (all undergraduate)",13 to 1
469,Blue Ridge Community College,(540) 234-9261,www.brcc.edu/,1 College Lane, Weyers Cave,Virginia,24486-0080,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,"3,462 (all undergraduate)",18 to 1
470,Bluefield State College,(304) 327-4000,bluefieldstate.edu/,219 Rock Street, Bluefield,West Virginia,24701-2198,"4-year, Public",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree,Town: Distant,No,"1,243 (all undergraduate)",14 to 1
471,Bluegrass Community and Technical College,(859) 246-6200,bluegrass.kctcs.edu/,470 Cooper Drive, Lexington,Kentucky,40506,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,City: Large,No,"10,180 (all undergraduate)",18 to 1
472,Blush School of Makeup,(415) 357-1117,blushschoolofmakeup.edu/,One Embarcadero Center, Ste R-1206,California,94111-3628,"2-year, Private for-profit",Less than one year certificate,City: Large,No,41 (all undergraduate),5 to 1
473,Bnos Zion Of Bobov Seminary,(718) 438-3080,www.bnoszionbobov.com/,5000 14th Avenue, Brooklyn,New York,11219-3621,"2-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree,City: Large,No,131 (all undergraduate),22 to 1
474,Bob Jones University,(864) 242-5100,www.bju.edu/,1700 Wade Hampton Boulavard, Greenville,South Carolina,29614-0001,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Small,Yes,"3,029 (2,639 undergraduate)",12 to 1
475,Boca Beauty Academy,(561) 487-1191 x202,www.bocabeautyacademy.edu/,7820 Glades Road, Boca Raton,Florida,33434-4178,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,157 (all undergraduate),15 to 1
476,Boca Beauty Academy-Parkland,(954) 866-1011,www.bocabeautyacademy.edu/,7271 North State Road 7, Parkland,Florida,33073-4526,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,155 (all undergraduate),17 to 1
477,Boise Barber College,(208) 378-9933,boisebarbercollege.com/,7709 W. Overland Rd. 100, Boise,Idaho,83709,"2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,58 (all undergraduate),10 to 1
478,Boise Bible College,(208) 376-7731,boisebible.edu/,8695 W Marigold St, Boise,Idaho,83714-1220,"4-year, primarily associate's, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree,Suburb: Large,Yes,101 (all undergraduate),10 to 1
479,Boise State University,(208) 426-1000,www.boisestate.edu/,1910 University Dr, Boise,Idaho,83725,"4-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Midsize,Yes,"24,069 (20,763 undergraduate)",18 to 1
480,Bolivar Technical College,(417) 777-5062,www.bolivarcollege.org/,1135 North Oakland Avenue, Bolivar,Missouri,65613-8095,"2-year, Private not-for-profit",One but less than two years certificate<br/>Associate's degree,Town: Distant,No,129 (all undergraduate),6 to 1
481,Bon Secours St Mary's Hospital School of Medical Imaging,(804) 627-5408,www.mysomi.org/,8550 Magellan Pkwy Ste 700, Richmond,Virginia,23227,"2-year, Private not-for-profit",Two but less than 4 years certificate,Suburb: Large,No,29 (all undergraduate),5 to 1
482,Bonnie Joseph Academy of Cosmetology & Barbering,(435) 654-9800,bonniejosephacademy.com/,164 South Main Street, Heber City,Utah,84032-2044,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Town: Distant,No,32 (all undergraduate),6 to 1
483,Borner's Barber College,(323) 820-9600,www.bornersbarbercollege.com/,8913 S Western Ave, Los Angeles,California,90047,"2-year, Private for-profit",One but less than two years certificate,City: Large,No,26 (all undergraduate),15 to 1
484,Bos-Man's Barber College,(318) 635-2000,www.bosmansbarbercollege.com/,2724 W. 70th Street, Shreveport,Louisiana,71108,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,29 (all undergraduate),12 to 1
485,Bossier Parish Community College,(318) 678-6000,www.bpcc.edu/,6220 East Texas, Bossier City,Louisiana,71111-6922,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Small,No,"6,090 (all undergraduate)",24 to 1
486,Boston Architectural College,(617) 262-5000,www.the-bac.edu/,320 Newbury Street, Boston,Massachusetts,02115-2703,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Master's degree,City: Large,Yes,742 (336 undergraduate),5 to 1
487,Boston Baptist College,(617) 364-3510 x0,boston.edu/,950 Metropolitan Ave, Boston,Massachusetts,02136-4030,"4-year, Private not-for-profit",One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,City: Large,Yes,60 (all undergraduate),5 to 1
488,Boston College,(617) 552-8000,www.bc.edu/,140 Commonwealth Avenue, Chestnut Hill,Massachusetts,02467,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Small,Yes,"14,934 (9,780 undergraduate)",14 to 1
489,Boston University,(617) 353-2000,www.bu.edu/,One Silber Way, Boston,Massachusetts,02215,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Large,Yes,"32,718 (16,872 undergraduate)",10 to 1
490,Bowling Green State University-Firelands,(419) 372-5526,www.firelands.bgsu.edu/,One University Drive, Huron,Ohio,44839-9791,"4-year, primarily associate's, Public",One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,Rural: Fringe,No,"2,085 (all undergraduate)",20 to 1
491,Bowling Green State University-Main Campus,(418) 372-5526,www.bgsu.edu/,220 McFall Ctr, Bowling Green,Ohio,43403,"4-year, Public",Less than one year certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship,Town: Fringe,Yes,"18,142 (14,988 undergraduate)",19 to 1
492,Brand College,(818) 550-0770,brandcollege.edu/,529 Hahn Ave Ste 101, Glendale,California,91203,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,13 (all undergraduate),10 to 1
493,Brandman University,(949) 341-9800,www.brandman.edu/,16355 Laguna Canyon Road, Irvine,California,92618,"4-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Large,No,"10,986 (6,114 undergraduate)",22 to 1
494,Branford Academy of Hair and Cosmetology,(203) 315-2985,www.branfordacademy.com/,251 West Main St, Branford,Connecticut,06405,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,19 (all undergraduate),10 to 1
495,Brazosport College,(979) 230-3000,www.brazosport.edu/,500 College Dr, Lake Jackson,Texas,77566,"4-year, primarily associate's, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,Suburb: Small,No,"3,852 (all undergraduate)",12 to 1
496,Brenau University,(770) 534-6299,www.brenau.edu/,500 Washington Street SE, Gainesville,Georgia,30501-3668,"4-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - professional practice<br/>Doctor's degree - other,City: Small,Yes,"2,813 (1,710 undergraduate)",11 to 1
497,Brewster Technical College,(813) 276-5448,www.brewster.edu/,2222 N Tampa St, Tampa,Florida,33602-2196,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,142 (all undergraduate),6 to 1
498,Bridgerland Technical College,(435) 753-6780,www.btech.edu/,1301 North 600 West, Logan,Utah,84321,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate,City: Small,No,"1,469 (all undergraduate)",16 to 1
499,Bridges Beauty College,(760) 245-2522,www.bridgesbeautycollege.com/,16515 Mojave Drive, Victorville,California,92395-3821,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,49 (all undergraduate),20 to 1
